name,topic,pagerank
时来,707,1.0111673825707608
远客,5783,1.1594800544214692
翡翠,707,1.1008367200625113
月色,6697,0.30939485544890444
北阙,745,0.8375444499091046
鸡鸣,707,0.6517589614078777
野人,707,0.3572285774006106
辛苦,707,0.756035742181854
深山,9125,0.5490339175656368
姓名,7726,0.6141263139829635
风来,707,0.8980003955463846
归心,745,0.48831791406276653
半夜,707,0.8917948889480105
朝廷,707,0.7351153343924642
时时,707,0.8901484848103777
百尺,707,0.8227366895347185
故山,707,1.0909723713839852
梦中,707,0.6444046300733499
中原,707,0.6538869529815494
松柏,707,0.812933259473689
长生,745,1.7371256368776764
不足,707,1.0389886084833138
古来,707,1.157203333916729
杯酒,707,0.6220766114142262
宁知,707,0.570262171367787
苍苔,707,0.5763870066113241
胡为,707,0.8322656518574025
相看,707,0.8110139112832113
漫漫,7930,0.565779706080132
残阳,9125,0.9834929408837862
花枝,707,0.5380384321011694
见君,707,0.46964849753385896
凉风,707,0.9986458221396696
四方,745,1.7921646978696868
九天,7185,0.5617994068115317
昔年,707,0.8568786531305761
一言,707,0.6927265820728067
行客,9125,1.1616937956930902
寒食,707,0.6243030163285802
月下,707,1.3557490695821284
登楼,707,0.46807293045258047
相对,707,0.6149450047343893
池上,707,0.8458537843506472
世上,707,0.9211491648538487
杳杳,745,0.6525885098224276
丞相,707,0.6551454855051102
孤云,707,0.7966104488956839
云生,707,0.627223971755812
何用,707,0.6239656098446396
摇落,2610,1.3444884771462255
来往,707,0.8218826944160735
无端,745,0.4135330754940217
迟迟,7262,0.6471757353880443
鹦鹉,707,0.9456111659780208
三月,707,0.903445932640967
夜深,707,1.0975821200566966
浩浩,707,0.6204798016159072
衣冠,180,0.5536604660455509
得意,707,0.563821883467308
为我,707,0.964766923383272
五色,707,0.6935341744662885
何须,745,1.704068743546222
万物,707,0.578169477276752
幽人,707,0.8085538375340189
池塘,707,0.6724639058267542
青冥,707,0.48289411395112125
五月,707,0.6596593848934665
不尽,707,0.8330317124910834
文字,7930,0.5526155877589937
南北,707,0.6080912416265091
凤凰,745,0.386472204590252
虚空,7930,0.6553683487205105
石上,707,0.47186110590622315
寻常,707,0.8022036246044819
草堂,707,0.7941805445716814
凤皇,707,0.8546720960119695
闲居,6697,0.9120871927336487
微风,5783,0.4528757926417575
沧浪,707,0.5757286728896207
何以,707,1.2069309584133214
万重,9125,0.6018223432702354
所以,745,0.8132299910816041
清凉,5783,0.43072143145778286
出入,707,0.7217083911121203
春日,707,0.5806871027211111
不敢,707,1.6553476151984192
迢迢,707,0.7811408334811054
歌舞,707,0.9526021099329965
人来,7848,0.5191821953276249
行行,707,0.5529640330430958
走马,745,0.9316927928517906
明年,707,0.912104851055755
相亲,707,0.9213811510045371
功成,707,0.6184058295822823
松风,7726,0.3949084432358658
柳色,7477,0.3220668186994436
日晚,215,0.4059228806520978
古今,707,0.6187725918863072
山云,5783,0.4666574819694602
咫尺,707,0.5187404819401167
山月,707,0.9624175421902523
暮雨,707,0.9096473600680863
丹青,707,0.8950887092445687
绿水,10604,0.7027163431408661
他人,745,0.38784092859206964
紫微,707,0.6102900125208385
五马,7228,0.4239516363290009
对酒,707,0.556454601912083
太平,707,0.7992056604557705
千峰,707,0.9587430566934277
泉声,707,0.7356394907889778
自是,745,0.7058357002353678
飞鸟,707,0.9815416487708472
不似,707,0.6429434552713706
有人,707,0.6983500067808629
春深,6959,0.9368719866335263
秋天,2610,1.377175450711668
五湖,707,0.45528541307808423
云深,5783,1.142424287684244
相送,5783,0.8840868498768364
碧云,707,0.6561733376561705
更无,745,2.3241097547303364
何言,745,0.8075500764835295
心期,745,0.7034421035668779
水清,707,0.6761584464063091
日出,707,0.6714216815733458
玉堂,5072,0.49135761580628623
峥嵘,745,1.1711873657135754
年华,7770,0.6680828647781697
秋来,707,0.5275985085895155
圣人,745,1.8081790107852878
遥知,5783,0.565801027590399
何当,707,0.7374327993161028
往往,707,0.8947885505092725
吾道,745,0.9895082380298406
入门,7930,0.6252142600933528
憔悴,707,0.8343530090244647
自多,6512,1.2172260336292315
羽翼,707,0.5438382684646418
岁晚,5783,0.8133565567770461
不到,707,0.8762111575455653
雁行,215,0.6732643861301001
千门,707,0.8163247100519565
有情,707,0.7369597145404115
红叶,7205,0.6224282747757724
二月,707,0.6991005958656847
留连,707,0.5430693306209289
思量,532,0.5186705290666866
清夜,7686,0.8400391028725165
同心,707,0.9307517563511416
一夜,707,0.8529824853388183
花时,2414,0.31352408153123634
那堪,9125,0.7741085525498373
逢人,7930,0.35920588554720023
临水,9125,1.0621458549599383
独往,7576,0.72397067932138
高秋,180,2.004623535118898
永日,5783,0.8513590674579226
谁言,745,0.9900495207345734
游人,707,0.604523372718472
夜雨,9125,1.0709111719089446
风生,707,0.5113748939596968
云雨,707,0.8787323745396967
须知,9125,0.5557689840649851
等闲,745,0.7877606491167732
一年,707,0.45016454886075685
东林,6582,0.3905518666290586
秋声,238,0.5603730762135822
相知,707,0.571956945381985
弟子,707,0.6813302790305248
秋山,5916,0.7368773524067928
春水,707,0.6221500472359339
月照,707,0.817976743709697
水声,5783,0.6846750718425292
南宫,707,0.45058511721728417
游子,707,0.7485244504021946
壮士,745,0.45134605087239055
巫峡,707,0.3449383928081363
湘水,707,0.7599254108089949
东方,745,1.2890772956266596
水边,5783,0.7288953647888292
悠然,7726,1.0716986668197095
朝朝,707,0.6503901575489045
愁人,5783,0.7126775324792154
君看,707,0.5627983604969643
平明,745,1.2993618172044623
干戈,707,0.6869718234396824
夜来,707,0.6903204345332669
寸心,552,0.4794752092414219
风月,707,0.9220058840219811
自言,707,0.9153844458461806
云端,745,0.4952079517429821
前程,7205,0.6318433458804428
弟兄,7262,0.6400323559316057
石门,7576,0.8569763551345105
未归,5804,0.775247049365388
镜中,6582,0.46141949217737277
不须,707,1.0543179170324286
三五,7930,0.35349116766551514
梧桐,2610,0.6722423801261403
城中,707,0.8166400383367084
青松,707,0.4378884474982532
长啸,7293,0.2205318399629755
霄汉,745,1.679851006507463
几处,7848,0.6393915224377068
何在,707,0.6335927701408101
万人,745,0.7173499967352367
经年,7262,0.9067015119131454
昆仑,707,0.7150404056967922
日斜,238,0.9322216180446049
闻说,7755,1.0612770325609
饮酒,745,1.7415095525277349
当年,707,0.6003129749513951
天外,707,0.5818367391554544
万国,745,1.6095999302293282
髣髴,2950,1.0741349306788535
青苔,2076,0.3385065722195839
黄叶,9125,0.8231040050218652
中人,707,0.5435390727194473
无力,7262,0.781275825377228
独有,707,0.6779420484551683
重重,2610,1.3461334945061942
无由,707,0.9004863464787928
远游,7848,0.5531800818321615
白露,707,0.8897743042173504
含情,7262,0.5950591594199229
帝乡,180,0.6572215186988494
枕上,5783,0.5823897609505476
海内,745,1.0283961670736546
多少,745,0.5462679949688082
阙下,745,0.556706262268848
上有,707,0.8522556622380336
几度,707,0.6146107478074764
白石,7930,0.6813469937377546
君恩,36,0.346171921146988
高堂,745,0.6057585922498677
独行,5783,0.41513517026345576
玲珑,7262,0.3389294790339025
人归,707,0.5000453888127601
老夫,7867,0.7583255465408562
何由,707,1.1934258397610007
日落,745,1.402891495173952
老翁,745,0.5404830421448261
山远,5783,0.8966299570961707
踟蹰,238,0.9944206788707802
忘机,6652,0.33632113270294745
高树,9125,2.3455604823041925
使我,707,0.5950593559919929
鸟飞,2610,0.8708370226814584
碧落,7262,1.2721103989096094
更有,745,0.36516451996538585
不平,9125,0.48748137714344575
应是,5783,0.3908048530725114
风波,707,0.7205494065079309
相寻,5804,0.6639021042717079
一家,7079,0.43513877926302835
人烟,7867,0.46475258220314997
骨肉,745,0.363902686843927
倡家,5804,0.49252130901013247
多病,707,0.533355979459287
山路,745,1.8689240123464557
无声,707,0.5758295725005487
玉树,7576,0.7358293249553987
尚书,745,0.6898656412724596
惟有,4114,0.5723804687646212
送客,5616,0.5670702701188811
雨中,5783,0.6787837990634449
丹砂,745,1.242379272238431
儿童,745,0.5304025526957081
萧索,707,0.43197982711901606
怜君,5783,0.5364842337802049
不然,7497,1.060758124884228
远水,5783,0.5632961494461883
天高,745,1.0018975858292392
江头,5616,0.7295662153411371
吾师,5783,0.7177328019961701
苦辛,707,0.5447012977409667
长沙,707,0.4263825650851589
古寺,6582,0.7283596398213837
无复,745,0.5628123517511695
逡巡,7185,0.888741286205863
交亲,5783,0.7550645729187616
近来,5783,0.48280387349266746
名利,707,0.5554895494801899
功名,707,0.5245204707097023
见说,552,1.1907128512425253
乘兴,7576,0.44365523957329567
园林,5783,0.5669270480047031
星辰,707,0.3478522790069075
阴阳,745,1.4410558889845304
波澜,745,0.43554846750040743
寒山,7867,0.31095925081239145
年少,707,1.1216571877081947
春光,707,0.7021090337462201
不解,707,0.581438219203127
林间,5783,0.5118917590966502
此别,5783,0.8317716665074191
可以,745,1.9036920314566046
人行,7262,1.07517852096392
崔嵬,745,0.7339643393143523
月上,7930,0.5709323569757734
猿啼,5783,0.4718578949544849
无为,532,0.36912794430734086
雨雪,9125,1.129481520355186
鬼神,707,0.7123180519635897
溪上,5783,0.8367257002072899
飘飘,707,0.3075807442660133
渭水,707,0.4464422944911216
绮罗,5783,0.5196687079597311
断续,707,0.366573560505667
细雨,5783,0.8437568221167541
上秋,5783,0.7009804674212974
歌声,707,0.44154439368625104
冉冉,745,1.3672199569952983
奔走,36,0.6415193252807241
霏霏,7205,0.44511814551143125
王程,5783,0.5801141543198796
金殿,5783,0.5257908324231746
长在,745,0.5959858413204333
妻子,745,0.3304097961228852
桃源,228,0.48040591592565496
莫道,5783,0.8814887570187749
归客,5616,0.7068263524630714
其间,7930,0.43322099946628045
蓬蒿,9125,0.43931143897039326
为报,707,0.4219458672862316
高卧,7686,0.4668687886686831
一人,7262,1.239205716934617
头白,745,0.15000000000000002
云飞,552,0.7096569583236834
四十,707,1.028314513067314
昼夜,745,0.9075780209261787
迟回,5783,0.5856802393398255
异乡,36,0.582305621644266
清净,7930,0.695457631002021
山上,707,0.5560402149420143
不语,4114,0.7848443035270716
扬州,6933,0.6166155374777121
昔日,707,0.41979021230069086
新月,5783,0.8369393902953589
空林,5783,0.5650092363770247
耿耿,7262,0.8227887133025678
看花,707,0.4840816544925639
匹马,5783,0.77664687585727
酒杯,5783,0.7489298657297632
台上,552,0.426628728476502
自由,6959,0.43702704533692277
老人,707,0.423026798101993
登高,707,0.7778019412888949
到处,5783,0.7554412493899058
风霜,2601,0.33397183868344105
石壁,7371,0.7014258944754312
日长,7262,0.8899445458178824
莲花,745,1.2016160118784522
二年,193,1.5058627844403758
春山,5783,0.5963958159056093
山阴,5783,0.7302308509132563
人言,10604,0.2659472126148657
忽然,707,0.556409800445334
离忧,7930,0.5657673456315186
顾我,707,0.48248497852565153
重阳,5783,0.6777667584733335
东海,745,0.6145702336946015
中夜,707,0.5656764906889141
言语,7185,0.5369193266564103
开门,6933,0.6260418158143051
下有,707,0.597174527704325
薄暮,5783,0.5970766123951461
江月,552,0.33058021332416304
宾客,745,0.15000000000000002
何妨,5827,0.4434399138912078
白𬞟,707,0.5037338424081091
北斗,745,1.3044779071131165
汀洲,7846,0.4517987610303123
是时,745,0.6526015934890161
露滴,5783,0.6139993621731122
岁寒,7144,0.48730055042768
贫贱,180,0.5261301638018637
云里,5894,0.45046505884157617
林泉,180,0.6746941356080157
莫言,676,0.36679257593152614
花间,5783,0.8552454490884072
茅屋,9125,1.0015099238506533
莫怪,5783,0.6771081065869611
四面,707,0.5639295445839407
高台,5783,0.40204772468391187
卷帘,9125,0.8388956199691131
诗人,6959,0.6323332796128793
水上,707,0.6226092640563768
岐路,707,0.7071031895497754
艰难,745,0.4875176517613304
好风,5783,0.5888152384283544
路远,9125,0.6521760993236762
高情,5783,0.6492791587181495
田园,238,0.272857253060322
何曾,707,0.7427962090890143
高低,707,0.5378460646951421
君臣,745,0.9413584374557616
戎衣,7477,0.4832583897527245
万象,745,0.8744540197235285
五年,745,0.6722469105573623
中天,5783,0.353499634390951
一望,707,0.7431704248884596
不动,745,1.4720483543159613
朝天,745,1.1570977844167645
风云,745,0.4077169630431161
思归,707,0.4022632425579223
不归,707,1.0537115314176524
青草,238,0.9194609986856305
君去,5783,0.5727939070463464
老去,5783,0.8197799734294478
未央,7262,0.3428292447866482
病身,7062,0.8783983510364739
雨后,9125,1.4048421609855066
双旌,6881,0.4254518302793599
有意,10604,0.8865310636883948
只应,5783,1.092376071452799
寥落,180,0.5436722216760733
天意,3058,0.6547421517739956
闻君,707,0.7689996638977883
家家,707,0.41339728166781403
白玉,707,1.2166318929182451
童子,9406,0.31923680370382695
我行,36,0.4218600026565206
空余,7014,0.7065106100030187
水中,707,0.5537511095460366
光阴,707,0.616869390331083
缭绕,7770,0.5099859488147198
鱼龙,707,0.5550791323986919
上国,6217,0.6350379841488533
寒泉,5783,0.5715202648763178
绣衣,2448,0.8145368800560101
精神,6697,0.41699424105447364
桂枝,6582,0.3923346402813926
满地,5618,0.6234687835301911
有分,676,0.9360626597319335
但见,745,1.4762490059345446
罗衣,6933,0.7441311247777282
诸生,5308,0.25619862983284936
三山,745,0.40131697137056827
浩荡,745,0.9547035216585462
生事,36,0.623552620671267
郁郁,745,0.5760067710727111
极目,6742,0.45389294038835787
夜夜,745,0.5837004011784601
阑干,745,0.7664352333763719
伤心,707,0.6830181132916063
意气,707,0.5663170690044357
风前,215,0.9227996627176392
山头,238,0.9074121008979328
九霄,745,0.3604610227568861
自笑,5783,0.5003688523130186
今夜,5804,0.4488587289482484
朝夕,707,0.4873068908729313
大夫,745,0.48319714473253006
远道,4572,0.42870527780940443
无尘,707,0.5203273176249354
鸡犬,7726,0.7353580846986733
有期,7576,0.7000002625183428
万年,707,0.6089645051635293
野客,5783,0.9509056792397852
归期,5804,0.5636092859781057
偶然,6216,0.9612404689154856
月满,5783,0.6255024731962749
心中,707,0.4966326316724783
路人,7205,0.957244924431907
金陵,707,0.4052357307057978
积雪,8749,0.34470327035378395
君心,707,0.558561660653821
千家,7497,0.6297271758734034
十五,707,0.7966499272513254
红尘,707,0.6191270826442465
尘土,707,0.6476812906525288
其中,7930,0.6274320091762209
南望,5783,0.5937056202129288
诗书,745,0.6314628301596512
欲知,6749,0.6002007518422939
至尊,8747,0.4475354720842152
飞去,7848,0.5364486610312161
高歌,552,0.7602627060303947
柴门,7848,0.6994703338242346
客心,5783,0.5567922579521128
心事,2414,0.7261526441840517
钟声,9125,0.5791829374138462
云开,5827,0.7441831458738982
麒麟,745,0.5032251474507782
家人,9125,0.6461176909240308
水滨,7867,0.36140755604558256
竹林,180,0.5245843944589355
不定,5783,0.3790409084493022
中流,6933,0.8825567021618017
日高,7262,0.9854062931688514
未尽,180,0.45178045691004043
尊酒,2448,0.8796907372859548
雨过,9125,2.2153746843603264
谁怜,5308,0.48967695439464926
怀抱,180,1.4399212819371825
鹧鸪,707,0.7773587343306166
依稀,7014,0.5737132877567543
倏忽,707,0.6181834610515099
美酒,5783,0.6254894993881385
寄书,5783,0.4657276586367321
一别,707,0.4086955081175516
今古,745,0.9211210263489245
岂不,707,0.6182509641555075
亭亭,707,0.5319853114077225
承恩,7262,0.5341284944489741
无数,5804,0.6396469182174835
楚客,5783,0.7686017586111809
苍梧,707,0.4990542307045294
旧山,9125,0.5818305420605204
不独,707,0.38767799364053707
残月,5804,1.1565276371849464
秦王,5783,0.6086296125477302
日下,745,1.8322594108599772
连山,180,0.6511038944415085
